project_code,title,description,state,district,constituency,block_or_taluk,village_or_ward,latitude,longitude,mp_name,mp_house,sector,status,sanction_date,expected_completion_date,actual_completion_date,agency_id,agency_name,agency_type,sanctioned_amount,released_amount,expenditure_amount,unspent_balance,financial_progress_pct,physical_progress_pct,output_unit,physical_quantity,cost_per_unit,archetype,data_attribution
MPLAD-RA-JAI-01063,Desilting and embankment strengthening of drainage canal serving agricultural fields in Amer,"Administrative sanction under MPLADS for: Desilting and embankment strengthening of drainage canal serving agricultural fields in Amer. Implemented by Apex Engineering & Construction Syndicate for public benefit in Amer, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Amer,26.923744,75.728843,Manju Sharma,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-05-02,2027-02-03,,AGY-CONTR-102-JAI,Apex Engineering & Construction Syndicate,Registered Contractor,3170000,1109500.0,1014400.0,95100.0,32.0,28.5,check_dam,1.4,2264285.71,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01213,Construction of Cement Concrete (CC) Road with side drains from Manchar to Khadakwasla,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Manchar to Khadakwasla. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Manchar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.517971,73.851021,Murlidhar Mohol,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-05-16,2024-12-01,,AGY-MUNC-PUN,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,3100000,3100000.0,2356000.0,744000.0,76.0,86.7,kilometer,1.1,2818181.82,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01255,Setting up of Community RO Water Purification Plant with distribution kiosk at Sulur,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Sulur. Implemented by Public Works Department (Div-1) for public benefit in Sulur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Sulur,10.965113,76.916198,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-08-09,2026-05-06,,AGY-PWD-COI,Public Works Department (Div-1),Line Department,1100000,1045000.0,957000.0,88000.0,87.0,95.1,water_installation,2.0,550000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01373,Desilting and embankment strengthening of drainage canal serving agricultural fields in Haveli,"Administrative sanction under MPLADS for: Desilting and embankment strengthening of drainage canal serving agricultural fields in Haveli. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Haveli, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Haveli,18.478608,73.900511,Murlidhar Mohol,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-02-05,2025-10-23,,AGY-JAL-PUN,State Rural Water Supply & Sanitation Board,Line Department,4720000,4342400.0,3776000.0,566400.0,80.0,97.7,check_dam,2.4,1966666.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01322,Development of Rural Sports Playground with boundary wall and athletic track at Mirik,"Administrative sanction under MPLADS for: Development of Rural Sports Playground with boundary wall and athletic track at Mirik. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Mirik, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Mirik,27.109918,88.300868,Raju Bista,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-05-18,2025-11-25,,AGY-CONTR-101-DAR,Vanguard Infra Projects Pvt Ltd,Registered Contractor,11610000,10913400.0,10332900.0,580500.0,89.0,93.4,community_hall,3.9,2976923.08,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01209,Construction of gabion flood protection retaining wall along vulnerable bank in Maner,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Maner. Implemented by Public Works Department (Div-1) for public benefit in Maner, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Maner,25.628253,85.176514,Ravi Shankar Prasad,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-03-26,2025-10-01,,AGY-PWD-PAT,Public Works Department (Div-1),Line Department,11240000,10678000.0,8317600.0,2360400.0,74.0,83.5,check_dam,4.6,2443478.26,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01480,"Setting up of automated diagnostic lab unit at Community Health Centre, Depalpur","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Depalpur. Implemented by District Rural Development Agency for public benefit in Depalpur, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Depalpur,22.786531,75.81479,Shankar Lalwani,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-11-15,2025-06-03,,AGY-DRDA-IND,District Rural Development Agency,Line Department,8360000,8165884.73,7865287.56,300597.17,94.1,16.4,facility_center,2.4,3483333.33,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01502,Paving of interlocking paver block street in Annur Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Annur Ward 4. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Annur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Annur,11.056516,76.941961,Ganapathi P. Rajkumar,Lok Sabha,Roads & Pathways,STALLED,2022-11-10,2023-09-06,,AGY-CONTR-101-COI,Vanguard Infra Projects Pvt Ltd,Registered Contractor,6240000,4368000.0,3712800.0,655200.0,59.5,30.5,kilometer,3.3,1890909.09,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01223,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Depalpur","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Depalpur. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Depalpur, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Depalpur,22.788472,75.804768,Shankar Lalwani,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-06-05,2026-02-11,,AGY-CONTR-101-IND,Vanguard Infra Projects Pvt Ltd,Registered Contractor,4350000,4132500.0,3480000.0,652500.0,80.0,92.8,classroom_block,3.2,1359375.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01252,Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Phulwari,"Administrative sanction under MPLADS for: Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Phulwari. Implemented by District Rural Development Agency for public benefit in Phulwari, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Phulwari,25.642875,85.237243,Ravi Shankar Prasad,Lok Sabha,Health & Sanitation,IN_PROGRESS,2026-04-21,2027-02-08,,AGY-DRDA-PAT,District Rural Development Agency,Line Department,8710000,2874300.0,2438800.0,435500.0,28.0,29.9,facility_center,2.7,3225925.93,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01191,Paving of interlocking paver block street in Kalimpong Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Kalimpong Ward 4. Implemented by Apex Engineering & Construction Syndicate for public benefit in Kalimpong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kalimpong,27.106151,88.223971,Raju Bista,Lok Sabha,Roads & Pathways,IN_PROGRESS,2023-12-31,2024-11-11,,AGY-CONTR-102-DAR,Apex Engineering & Construction Syndicate,Registered Contractor,11270000,11157300.0,8790600.0,2366700.0,78.0,93.8,kilometer,3.8,2965789.47,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01447,Installation of Deep Borewell with Solar Dual Pump and overhead storage tank at Baramati,"Administrative sanction under MPLADS for: Installation of Deep Borewell with Solar Dual Pump and overhead storage tank at Baramati. Implemented by Zilla Parishad Engineering Cell for public benefit in Baramati, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Baramati,18.542526,73.868216,Murlidhar Mohol,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-08-18,2026-07-10,,AGY-ZP-PUN,Zilla Parishad Engineering Cell,Panchayati Raj,630000,605841.83,584952.03,20889.8,92.8,12.2,water_installation,1.1,572727.27,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01179,"Setting up of automated diagnostic lab unit at Community Health Centre, Siliguri","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Siliguri. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Siliguri, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Siliguri,27.130211,88.291633,Raju Bista,Lok Sabha,Health & Sanitation,IN_PROGRESS,2026-02-18,2026-11-21,,AGY-JAL-DAR,State Rural Water Supply & Sanitation Board,Line Department,10110000,5257200.0,4448400.0,808800.0,44.0,54.0,facility_center,3.4,2973529.41,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01151,Desilting and embankment strengthening of drainage canal serving agricultural fields in Chaksu,"Administrative sanction under MPLADS for: Desilting and embankment strengthening of drainage canal serving agricultural fields in Chaksu. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Chaksu, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Chaksu,26.834725,75.717877,Manju Sharma,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-02-04,2026-11-24,,AGY-CONTR-101-JAI,Vanguard Infra Projects Pvt Ltd,Registered Contractor,2810000,1405000.0,1292600.0,112400.0,46.0,54.1,check_dam,1.7000000000000002,1652941.18,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01586,Development of Rural Sports Playground with boundary wall and athletic track at Pindra,"Administrative sanction under MPLADS for: Development of Rural Sports Playground with boundary wall and athletic track at Pindra. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Pindra, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Pindra,25.312874,83.060695,Narendra Modi,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-05-18,2025-05-15,,AGY-CONTR-101-VAR,Vanguard Infra Projects Pvt Ltd,Registered Contractor,13200000,10824000.0,8448000.0,2376000.0,64.0,,community_hall,3.4,3882352.94,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01190,Construction of Cement Concrete (CC) Road with side drains from Kurseong to Kalimpong,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Kurseong to Kalimpong. Implemented by Shree Balaji Civic Builders for public benefit in Kurseong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kurseong,27.050945,88.206628,Raju Bista,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-10-11,2026-05-13,,AGY-CONTR-103-DAR,Shree Balaji Civic Builders,Registered Contractor,3430000,2881200.0,2435300.0,445900.0,71.0,95.8,kilometer,1.1,3118181.82,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01332,Setting up of Community RO Water Purification Plant with distribution kiosk at Devanahalli,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Devanahalli. Implemented by Apex Engineering & Construction Syndicate for public benefit in Devanahalli, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Devanahalli,13.345106,77.66284,C. N. Manjunath,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-03-12,2025-09-26,,AGY-CONTR-102-BEN,Apex Engineering & Construction Syndicate,Registered Contractor,1330000,1170400.0,997500.0,172900.0,75.0,82.4,water_installation,2.5,532000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01069,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Annur","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Annur. Implemented by Gram Panchayat Development Committee for public benefit in Annur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Annur,11.026301,76.905617,Ganapathi P. Rajkumar,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-08-05,2025-03-23,,AGY-PRI-COI,Gram Panchayat Development Committee,Panchayati Raj,3910000,3636300.0,2815200.0,821100.0,72.0,99.7,classroom_block,2.2,1777272.73,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01395,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Khadakwasla","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Khadakwasla. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Khadakwasla, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Khadakwasla,18.521676,73.855371,Murlidhar Mohol,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-07-25,2025-02-22,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,3980000,3781000.0,3024800.0,756200.0,76.0,98.2,classroom_block,3.1,1283870.97,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01589,Installation of Deep Borewell with Solar Dual Pump and overhead storage tank at Hatod,Work,Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.745044,75.832967,Shankar Lalwani,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-05-23,2026-02-02,,AGY-CONTR-102-IND,Apex Engineering & Construction Syndicate,Registered Contractor,540000,540000.0,448200.0,91800.0,83.0,99.4,water_installation,1.1,490909.09,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01300,Paving of interlocking paver block street in Chaksu Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Chaksu Ward 4. Implemented by Gram Panchayat Development Committee for public benefit in Chaksu, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Chaksu,26.901496,75.808128,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-11-29,2025-08-29,,AGY-PRI-JAI,Gram Panchayat Development Committee,Panchayati Raj,5240000,4873200.0,4192000.0,681200.0,80.0,90.3,kilometer,2.1,2495238.1,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01152,Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Haveli,"Administrative sanction under MPLADS for: Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Haveli. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Haveli, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Haveli,18.543387,73.994176,Murlidhar Mohol,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-02-06,2024-10-29,,AGY-MUNC-PUN,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,12290000,11306800.0,8603000.0,2703800.0,70.0,99.5,community_hall,3.8,3234210.53,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01397,"Construction of modern girls toilet block and sanitation facility at Primary School, Hatod","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Hatod. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Hatod, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.740243,75.834589,Shankar Lalwani,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-04-26,2024-11-10,,AGY-MUNC-IND,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,5560000,5393200.0,4892800.0,500400.0,88.0,96.5,classroom_block,4.8,1158333.33,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01416,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Naxalbari,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Naxalbari. Implemented by District Rural Development Agency for public benefit in Naxalbari, Darjeeling. (Contains specialized premium design parameters and expedited specifications).",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Naxalbari,27.007251,88.236111,Raju Bista,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-09-23,2025-06-18,,AGY-DRDA-DAR,District Rural Development Agency,Line Department,14390000,12951000.0,11008350.0,1942650.0,76.5,82.5,check_dam,1.6,8993750.0,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01294,Development of Rural Sports Playground with boundary wall and athletic track at Baramati,"Administrative sanction under MPLADS for: Development of Rural Sports Playground with boundary wall and athletic track at Baramati. Implemented by Zilla Parishad Engineering Cell for public benefit in Baramati, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Baramati,18.649914,73.829951,Murlidhar Mohol,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-02-05,2025-12-05,,AGY-ZP-PUN,Zilla Parishad Engineering Cell,Panchayati Raj,8510000,7403700.0,6978200.0,425500.0,82.0,86.6,community_hall,2.5,3404000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01187,Bituminous macadam surfacing of rural connectivity pathway near Mirik main square,"Administrative sanction under MPLADS for: Bituminous macadam surfacing of rural connectivity pathway near Mirik main square. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Mirik, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Mirik,26.991537,88.213339,Raju Bista,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-02-04,2025-09-11,,AGY-CONTR-101-DAR,Vanguard Infra Projects Pvt Ltd,Registered Contractor,9940000,9045400.0,8051400.0,994000.0,81.0,95.7,kilometer,4.2,2366666.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01392,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Kinathukadavu","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Kinathukadavu. Implemented by Zilla Parishad Engineering Cell for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,11.077379,77.021293,Ganapathi P. Rajkumar,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-06-08,2024-12-08,,AGY-ZP-COI,Zilla Parishad Engineering Cell,Panchayati Raj,1870000,1683000.0,1365100.0,317900.0,73.0,89.1,classroom_block,1.7000000000000002,1100000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
